task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1025	31/858285	12035	mutation_load (50)	CACHED	0	2023-02-11 19:22:13.673	21.6s	20.2s	53.8%	516.1 MB	2.7 GB	41.5 MB	42.6 KB
1028	27/6ae18f	25912	get_tree (33)	CACHED	0	2023-02-11 21:58:23.921	1.7s	68ms	15.4%	0	0	153.2 KB	15.4 KB
1010	f8/e7b955	27665	get_tree (43)	CACHED	0	2023-02-11 21:58:25.431	2.2s	73ms	22.5%	0	0	159.3 KB	19.4 KB
1029	a2/b46b06	26674	get_tree (39)	CACHED	0	2023-02-11 21:58:24.611	1.7s	71ms	16.6%	0	0	146.6 KB	11 KB
1030	ae/1986b9	26238	get_tree (40)	CACHED	0	2023-02-11 21:58:24.234	1.8s	90ms	16.9%	0	0	140.3 KB	6.8 KB
1031	d4/98cfb6	25657	get_tree (37)	CACHED	0	2023-02-11 21:58:23.749	1.5s	92ms	16.3%	0	0	140 KB	6.5 KB
1032	df/b1a15c	27255	get_tree (35)	CACHED	0	2023-02-11 21:58:25.087	1.7s	65ms	21.8%	0	0	140.3 KB	6.7 KB
1039	4e/679541	26273	closest_germline (82)	CACHED	0	2023-02-11 19:20:00.622	17.8s	16.1s	58.1%	77.6 MB	2.1 GB	12.8 MB	9.2 KB
1016	95/768356	25700	closest_germline (81)	CACHED	0	2023-02-11 19:20:00.072	17.3s	16s	59.7%	77.4 MB	2.1 GB	12.9 MB	28.4 KB
1040	d6/74addb	6873	closest_germline (83)	CACHED	0	2023-02-11 19:20:13.353	16s	14.6s	59.7%	77.5 MB	2.1 GB	12.8 MB	9.4 KB
1033	60/917a3b	26770	get_tree (34)	CACHED	0	2023-02-11 21:58:24.681	2.2s	62ms	22.3%	0	0	139.9 KB	6.5 KB
1042	3c/54743d	28864	closest_germline (84)	CACHED	0	2023-02-11 19:20:03.167	16.8s	15.4s	57.5%	77.2 MB	2.1 GB	12.8 MB	9.3 KB
1034	7e/315e7f	26140	get_tree (38)	CACHED	0	2023-02-11 21:58:24.156	1.7s	79ms	14.5%	0	0	165.9 KB	23.8 KB
1035	2f/284b6f	26596	get_tree (42)	CACHED	0	2023-02-11 21:58:24.549	1.7s	60ms	17.0%	0	0	140.1 KB	6.6 KB
1036	ad/dc9108	26350	get_tree (47)	CACHED	0	2023-02-11 21:58:24.324	1.7s	89ms	13.7%	0	0	140.1 KB	6.6 KB
1044	19/7fd3bb	26577	closest_germline (85)	CACHED	0	2023-02-11 19:20:00.883	17.4s	15.9s	58.6%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
1045	fa/e28efc	28653	closest_germline (86)	CACHED	0	2023-02-11 19:20:02.967	16.9s	15.5s	57.7%	77.4 MB	2.1 GB	12.9 MB	47.5 KB
1041	56/2afe95	26534	get_tree (41)	CACHED	0	2023-02-11 21:58:24.488	1.6s	68ms	13.8%	0	0	146.7 KB	11.1 KB
1037	04/1b0d14	27443	get_tree (45)	CACHED	0	2023-02-11 21:58:25.233	2s	67ms	17.4%	0	0	139.9 KB	6.5 KB
1043	e4/3a6f72	27307	get_tree (46)	CACHED	0	2023-02-11 21:58:25.137	1.9s	53ms	18.0%	0	0	140.2 KB	6.7 KB
1048	3b/daeea2	30691	closest_germline (87)	CACHED	0	2023-02-11 19:20:04.933	16.4s	15s	57.1%	77.7 MB	2.1 GB	12.9 MB	28.5 KB
1047	6c/29c36f	25786	get_tree (36)	CACHED	0	2023-02-11 21:58:23.830	1.6s	103ms	14.1%	0	0	140.2 KB	6.7 KB
1053	6a/d8511f	4603	closest_germline (92)	CACHED	0	2023-02-11 19:20:10.876	15.2s	13.8s	59.5%	77.4 MB	2.1 GB	12.8 MB	15.6 KB
1050	ca/44bb36	10718	closest_germline (89)	CACHED	0	2023-02-11 19:20:18.626	18.4s	16.4s	59.0%	77.6 MB	2.1 GB	12.9 MB	40.8 KB
1052	6b/a9d019	4516	closest_germline (91)	CACHED	0	2023-02-11 19:20:10.780	15.4s	13.8s	59.2%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
1051	06/135f52	8838	closest_germline (90)	CACHED	0	2023-02-11 19:20:15.979	16.6s	15.2s	58.8%	77.5 MB	2.1 GB	12.9 MB	66.3 KB
1055	e9/6c5e55	1608	closest_germline (94)	CACHED	0	2023-02-11 19:20:07.922	15.9s	14.3s	58.0%	77.5 MB	2.1 GB	12.8 MB	9.5 KB
1054	5e/3fb09a	6615	closest_germline (93)	CACHED	0	2023-02-11 19:20:13.109	15.7s	14.1s	58.7%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1049	a7/be6c28	10249	closest_germline (88)	CACHED	0	2023-02-11 19:20:18.241	18.2s	16.4s	58.7%	77.4 MB	2.1 GB	12.9 MB	59.9 KB
1056	45/6cba55	16080	closest_germline (95)	CACHED	0	2023-02-11 19:20:23.817	16.7s	15.2s	59.4%	77.8 MB	2.1 GB	12.8 MB	22 KB
1038	54/fac1bf	29019	mutation_load (65)	CACHED	0	2023-02-11 19:22:35.132	21s	19.5s	54.0%	522.4 MB	2.7 GB	41.5 MB	30 KB
1058	1d/8c9497	28689	get_tree (50)	CACHED	0	2023-02-11 21:58:26.330	2.2s	60ms	16.8%	0	0	139.9 KB	6.5 KB
1072	21/9c11f9	6836	mutation_load (80)	CACHED	0	2023-02-11 19:22:49.836	22.3s	20.9s	55.6%	538.4 MB	2.7 GB	41.6 MB	116.5 KB
1064	21/a30caf	20757	mutation_load (62)	CACHED	0	2023-02-11 19:22:26.612	21.8s	20.4s	55.5%	516.4 MB	2.7 GB	41.5 MB	30.1 KB
1069	f2/5eeb3c	5710	mutation_load (79)	CACHED	0	2023-02-11 19:22:48.654	22s	20.5s	55.7%	516.7 MB	2.7 GB	41.5 MB	30.1 KB
1063	e9/8695c9	1733	mutation_load (70)	CACHED	0	2023-02-11 19:22:44.125	22s	20.6s	56.1%	516.5 MB	2.7 GB	41.5 MB	36.1 KB
1071	6a/8918fc	20304	mutation_load (90)	CACHED	0	2023-02-11 19:23:07.585	22.6s	20.8s	55.7%	514.8 MB	2.6 GB	41.5 MB	42.5 KB
1068	22/d8117b	20797	mutation_load (91)	CACHED	0	2023-02-11 19:23:08.138	21.8s	20.2s	56.6%	517.5 MB	2.6 GB	41.5 MB	42.5 KB
1059	ff/156031	4641	mutation_load (76)	CACHED	0	2023-02-11 19:22:47.626	22.4s	21s	55.2%	514.8 MB	2.6 GB	41.5 MB	36.3 KB
1057	5c/1dd7ed	18589	closest_germline (96)	CACHED	0	2023-02-11 19:20:26.172	15.9s	14.4s	60.5%	77.5 MB	2.1 GB	12.9 MB	41 KB
1067	cf/957c7d	29107	mutation_load (66)	CACHED	0	2023-02-11 19:22:35.263	21.1s	19.6s	54.4%	521 MB	2.7 GB	41.5 MB	67.4 KB
1061	8a/e74f06	688	mutation_load (68)	CACHED	0	2023-02-11 19:22:41.962	21.5s	20.2s	56.5%	518.2 MB	2.7 GB	41.5 MB	30 KB
1073	d4/93793b	1799	mutation_load (71)	CACHED	0	2023-02-11 19:22:44.202	22.1s	20.7s	56.3%	515.4 MB	2.6 GB	41.5 MB	36.1 KB
1062	4c/511592	19697	mutation_load (60)	CACHED	0	2023-02-11 19:22:25.492	22.1s	20.7s	56.0%	523.7 MB	2.7 GB	41.5 MB	30.1 KB
1075	2d/d1c21a	5970	mutation_load (107)	CACHED	0	2023-02-11 19:23:30.158	22.7s	21.3s	56.3%	509.5 MB	2.6 GB	41.5 MB	29.9 KB
1065	38/cc8170	2319	mutation_load (73)	CACHED	0	2023-02-11 19:22:45.142	22s	20.6s	56.6%	514.7 MB	2.6 GB	41.5 MB	36.2 KB
1066	c0/883a13	2022	mutation_load (72)	CACHED	0	2023-02-11 19:22:44.798	22.5s	21s	55.7%	509.4 MB	2.6 GB	41.5 MB	29.9 KB
1074	de/271be7	2750	mutation_load (74)	CACHED	0	2023-02-11 19:22:45.523	22s	20.6s	56.0%	516.6 MB	2.6 GB	41.5 MB	30.1 KB
1078	f2/84cf75	29403	get_tree (61)	CACHED	0	2023-02-11 21:58:27.045	2.1s	66ms	17.4%	0	0	166.2 KB	24 KB
1085	6a/80fb94	10682	closest_germline (100)	CACHED	0	2023-02-11 19:20:18.579	18.4s	16.4s	58.9%	77.4 MB	2.1 GB	12.9 MB	28.4 KB
1084	fd/f3133d	10385	closest_germline (99)	CACHED	0	2023-02-11 19:20:18.397	17.9s	16.3s	58.8%	77.7 MB	2.1 GB	12.8 MB	9.3 KB
1083	1a/ad7d15	10299	closest_germline (98)	CACHED	0	2023-02-11 19:20:18.302	18.2s	16.4s	58.7%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1046	8f/988543	27546	get_tree (48)	CACHED	0	2023-02-11 21:58:25.292	2.3s	70ms	22.6%	0	0	165.6 KB	23.7 KB
1077	28/ced5ec	29801	get_tree (64)	CACHED	0	2023-02-11 21:58:27.629	2.2s	72ms	22.7%	0	0	140.1 KB	6.7 KB
1060	1f/7120aa	29150	get_tree (54)	CACHED	0	2023-02-11 21:58:26.920	1.9s	62ms	24.5%	0	0	140.1 KB	6.7 KB
1076	9b/5ba89f	29034	get_tree (52)	CACHED	0	2023-02-11 21:58:26.842	1.9s	57ms	19.2%	0	0	140.1 KB	6.7 KB
1070	03/7eba1e	21824	closest_germline (97)	CACHED	0	2023-02-11 19:20:29.340	14.7s	13.3s	59.7%	77.6 MB	2.1 GB	12.8 MB	15.9 KB
1090	3c/b078da	28336	get_tree (53)	CACHED	0	2023-02-11 21:58:25.989	2.1s	81ms	21.0%	0	0	159.1 KB	19.3 KB
1103	09/759448	19812	mutation_load (88)	CACHED	0	2023-02-11 19:23:07.153	22.4s	21s	55.4%	509.6 MB	2.6 GB	41.5 MB	30.1 KB
1104	09/2fd0ac	13056	mutation_load (82)	CACHED	0	2023-02-11 19:22:56.344	20.9s	19.5s	54.2%	529.7 MB	2.7 GB	41.5 MB	30 KB
1124	d8/5e76c5	29539	get_tree (58)	CACHED	0	2023-02-11 21:58:27.229	2.2s	55ms	21.1%	0	0	140.4 KB	6.8 KB
1108	32/952e43	19142	mutation_load (85)	CACHED	0	2023-02-11 19:23:06.150	22s	20.4s	55.5%	514.6 MB	2.6 GB	41.5 MB	35.9 KB
1080	85/6105db	28086	get_tree (56)	CACHED	0	2023-02-11 21:58:25.831	2.1s	106ms	19.4%	0	0	140.3 KB	6.8 KB
1093	01/226175	29321	get_tree (49)	CACHED	0	2023-02-11 21:58:27.009	2.3s	51ms	19.4%	0	0	146.8 KB	11.1 KB
1097	d8/851635	27202	closest_germline (108)	CACHED	0	2023-02-11 19:20:36.540	17.1s	15.5s	59.4%	77.4 MB	2.1 GB	12.8 MB	15.8 KB
1100	32/6973e0	9626	closest_germline (111)	CACHED	0	2023-02-11 19:20:51.186	15.5s	14.1s	60.9%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
1086	3d/6256e7	11699	closest_germline (101)	CACHED	0	2023-02-11 19:20:19.895	17.9s	16.4s	58.9%	77.7 MB	2.1 GB	12.8 MB	9.3 KB
1114	3c/5badd4	19401	mutation_load (87)	CACHED	0	2023-02-11 19:23:06.443	21.9s	20.6s	56.3%	509.6 MB	2.6 GB	41.5 MB	30.2 KB
1081	64/e91058	28620	get_tree (55)	CACHED	0	2023-02-11 21:58:26.259	2.4s	68ms	17.4%	0	0	146.6 KB	11 KB
1122	ef/7f122b	29862	get_tree (59)	CACHED	0	2023-02-11 21:58:27.683	2.2s	67ms	17.4%	0	0	140.1 KB	6.7 KB
1089	df/1c864a	27841	get_tree (57)	CACHED	0	2023-02-11 21:58:25.613	2.1s	62ms	20.4%	0	0	140 KB	6.6 KB
1115	01/53a67c	22520	mutation_load (93)	CACHED	0	2023-02-11 19:23:10.183	22.1s	20.8s	54.9%	515.1 MB	2.6 GB	41.5 MB	79.2 KB
1095	3b/299ea0	21231	closest_germline (106)	CACHED	0	2023-02-11 19:20:28.854	14.9s	13.5s	59.9%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1110	f2/d325f1	27677	closest_germline (113)	CACHED	0	2023-02-11 19:20:36.961	17.4s	15.9s	59.3%	77.3 MB	2.1 GB	12.8 MB	9.5 KB
1087	94/6deddb	13432	closest_germline (102)	CACHED	0	2023-02-11 19:20:21.400	17.8s	16.4s	58.7%	77.4 MB	2.1 GB	12.8 MB	15.8 KB
1094	ab/b51bf2	18402	closest_germline (105)	CACHED	0	2023-02-11 19:20:26.068	16.2s	14.7s	60.3%	77.7 MB	2.1 GB	12.9 MB	47.1 KB
1096	bc/2dfae9	32730	closest_germline (107)	CACHED	0	2023-02-11 19:20:42.108	16.7s	15.4s	58.9%	77.5 MB	2.1 GB	12.8 MB	15.7 KB
1091	1a/cdeb22	30122	get_tree (62)	CACHED	0	2023-02-11 21:58:27.900	2.2s	65ms	18.3%	0	0	140.2 KB	6.7 KB
1099	a0/5fd471	26080	closest_germline (110)	CACHED	0	2023-02-11 19:20:34.599	16.4s	14.7s	59.0%	77.7 MB	2.1 GB	12.8 MB	15.8 KB
1116	b0/9863f1	2774	mutation_load (100)	CACHED	0	2023-02-11 19:23:24.996	21.6s	20.2s	55.6%	516.3 MB	2.7 GB	41.5 MB	42.2 KB
1088	73/57aefc	11806	closest_germline (103)	CACHED	0	2023-02-11 19:20:19.994	17.9s	16.4s	59.4%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
1098	3a/8161c8	24792	closest_germline (109)	CACHED	0	2023-02-11 19:20:32.605	15.3s	13.8s	58.5%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
1102	fb/895a55	3198	mutation_load (75)	CACHED	0	2023-02-11 19:22:46.072	22s	20.6s	56.3%	509.7 MB	2.6 GB	41.5 MB	48.5 KB
1109	6f/bbddfb	24347	mutation_load (96)	CACHED	0	2023-02-11 19:23:12.137	21.7s	20.3s	54.6%	516.4 MB	2.7 GB	41.5 MB	60.5 KB
1082	39/7da36f	5597	mutation_load (78)	CACHED	0	2023-02-11 19:22:48.435	22s	20.4s	56.0%	517.2 MB	2.6 GB	41.5 MB	29.9 KB
1101	36/1917af	26993	closest_germline (112)	CACHED	0	2023-02-11 19:20:36.414	17.5s	15.7s	59.0%	77.6 MB	2.1 GB	12.9 MB	28.5 KB
1092	a4/544e44	11320	closest_germline (104)	CACHED	0	2023-02-11 19:20:53.790	17.7s	16.2s	59.2%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
1113	60/703b65	17967	mutation_load (84)	CACHED	0	2023-02-11 19:23:03.523	21.5s	20s	55.2%	515.2 MB	2.7 GB	41.5 MB	30.2 KB
1107	26/d9dfff	17665	mutation_load (83)	CACHED	0	2023-02-11 19:23:03.016	21.3s	19.9s	55.2%	518.6 MB	2.7 GB	41.5 MB	48.7 KB
1119	79/5ef7c0	28229	closest_germline (114)	CACHED	0	2023-02-11 19:20:37.798	17.3s	15.9s	59.6%	77.3 MB	2.1 GB	12.9 MB	28.4 KB
1106	ec/3bd607	12847	mutation_load (81)	CACHED	0	2023-02-11 19:22:56.116	21.3s	19.8s	53.7%	520.9 MB	2.7 GB	41.5 MB	67.3 KB
1105	53/12deac	4978	mutation_load (77)	CACHED	0	2023-02-11 19:22:47.958	22.2s	20.8s	55.2%	514.8 MB	2.6 GB	41.5 MB	30 KB
1117	69/a0a78d	4163	mutation_load (101)	CACHED	0	2023-02-11 19:23:28.139	22.7s	21.1s	57.0%	509.4 MB	2.6 GB	41.5 MB	60.9 KB
1120	c7/6f3330	27734	closest_germline (115)	CACHED	0	2023-02-11 19:20:37.020	17.2s	15.7s	59.6%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
1112	7f/2cd95e	20001	mutation_load (89)	CACHED	0	2023-02-11 19:23:07.285	22.8s	21s	57.2%	508.3 MB	2.6 GB	41.6 MB	85.7 KB
1079	e2/d25c87	28411	get_tree (51)	CACHED	0	2023-02-11 21:58:26.053	2.1s	69ms	14.8%	0	0	146.7 KB	11 KB
1111	d0/8dc661	19267	mutation_load (86)	CACHED	0	2023-02-11 19:23:06.344	22.1s	20.6s	56.5%	509.5 MB	2.6 GB	41.5 MB	30 KB
1125	e1/51c37a	28466	get_tree (63)	CACHED	0	2023-02-11 21:58:26.088	2.4s	60ms	17.2%	0	0	153.4 KB	15.5 KB
1127	72/e81787	32759	get_tree (77)	CACHED	0	2023-02-11 21:58:30.532	1m 22s	1m 20s	116.6%	1.4 GB	4 GB	204.5 MB	94.7 KB
1123	23/36cda0	29924	get_tree (60)	CACHED	0	2023-02-11 21:58:27.729	2.2s	53ms	17.1%	0	0	152.5 KB	14.9 KB
1126	fd/3faaff	30757	get_tree (68)	CACHED	0	2023-02-11 21:58:28.490	2.1s	75ms	10.4%	0	0	140 KB	6.6 KB
1128	ef/88c8e8	30503	get_tree (67)	CACHED	0	2023-02-11 21:58:28.169	2.4s	91ms	18.7%	0	0	140.3 KB	6.8 KB
1129	29/9b837c	30853	get_tree (70)	CACHED	0	2023-02-11 21:58:28.560	2.1s	73ms	13.7%	0	0	140.3 KB	6.8 KB
1130	5d/1e9c33	31010	get_tree (66)	CACHED	0	2023-02-11 21:58:28.708	2.4s	79ms	19.2%	0	0	146.4 KB	10.9 KB
1121	44/64ca05	26930	closest_germline (116)	CACHED	0	2023-02-11 19:20:36.332	17.4s	15.7s	59.2%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
1139	5d/f8e952	29744	closest_germline (120)	CACHED	0	2023-02-11 19:20:39.196	17.1s	15.7s	59.7%	77.6 MB	2.1 GB	12.8 MB	9.2 KB
1131	65/43ab55	31094	get_tree (76)	CACHED	0	2023-02-11 21:58:28.798	2.3s	51ms	17.8%	0	0	153.3 KB	15.4 KB
1138	72/521086	31138	closest_germline (119)	CACHED	0	2023-02-11 19:20:40.546	17s	15.6s	59.6%	77.4 MB	2.1 GB	12.9 MB	35 KB
1136	94/9166aa	5152	mutation_load (104)	CACHED	0	2023-02-11 19:23:29.547	22.4s	20.9s	55.4%	509.5 MB	2.6 GB	41.5 MB	36.3 KB
1155	3a/a78a1c	11837	closest_germline (130)	CACHED	0	2023-02-11 19:20:54.395	17.7s	16.3s	59.2%	77.7 MB	2.1 GB	12.8 MB	9.4 KB
1118	64/7dbf59	23018	mutation_load (95)	CACHED	0	2023-02-11 19:23:10.642	22s	20.5s	55.5%	518.5 MB	2.7 GB	41.5 MB	48.6 KB
1134	87/f80a5f	22419	mutation_load (92)	CACHED	0	2023-02-11 19:23:10.089	21.7s	20.4s	55.8%	516.2 MB	2.7 GB	41.5 MB	30 KB
1135	b0/26e3d6	22956	mutation_load (94)	CACHED	0	2023-02-11 19:23:10.493	22s	20.6s	55.1%	514.7 MB	2.6 GB	41.5 MB	30.1 KB
1132	23/bb601d	28363	closest_germline (117)	CACHED	0	2023-02-11 19:20:37.905	17.1s	15.8s	59.2%	77.3 MB	2.1 GB	12.8 MB	22 KB
1137	41/bffbd8	11372	closest_germline (118)	CACHED	0	2023-02-11 19:20:53.905	18s	16.3s	59.1%	77.3 MB	2.1 GB	12.8 MB	9.4 KB
1142	05/251f34	591	closest_germline (121)	CACHED	0	2023-02-11 19:20:42.261	16.5s	15.1s	59.9%	77.5 MB	2.1 GB	12.8 MB	9.4 KB
1145	38/b5c0db	2249	closest_germline (124)	CACHED	0	2023-02-11 19:20:44.029	16.4s	14.9s	59.3%	77.5 MB	2.1 GB	12.8 MB	15.7 KB
1143	db/102077	2141	closest_germline (122)	CACHED	0	2023-02-11 19:20:43.796	16.2s	14.7s	59.8%	77.7 MB	2.1 GB	12.9 MB	28.5 KB
1140	46/63ae95	7269	mutation_load (108)	CACHED	0	2023-02-11 19:23:31.836	22.2s	20.8s	55.7%	514.8 MB	2.6 GB	41.5 MB	36.2 KB
1144	a5/0c16c8	11268	closest_germline (123)	CACHED	0	2023-02-11 19:20:53.663	17.8s	16.2s	59.4%	77.7 MB	2.1 GB	12.8 MB	9.4 KB
1146	1f/8d2764	17480	closest_germline (125)	CACHED	0	2023-02-11 19:21:00.414	18.1s	16.6s	55.4%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1150	cd/dc231d	12309	closest_germline (128)	CACHED	0	2023-02-11 19:20:55.050	18.2s	16.6s	58.1%	77.8 MB	2.1 GB	12.8 MB	16.1 KB
1147	99/6198f3	6548	closest_germline (126)	CACHED	0	2023-02-11 19:20:47.897	15.2s	13.7s	60.4%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
1149	09/e61f55	9423	closest_germline (127)	CACHED	0	2023-02-11 19:20:50.983	15.8s	14.4s	60.2%	77.6 MB	2.1 GB	12.8 MB	15.9 KB
1141	e5/f70dc7	23055	mutation_load (122)	CACHED	0	2023-02-11 19:23:52.560	22.6s	21s	55.0%	509.6 MB	2.6 GB	41.5 MB	30 KB
1154	79/00f9f4	11570	closest_germline (129)	CACHED	0	2023-02-11 19:20:54.188	18s	16.5s	59.2%	77.4 MB	2.1 GB	12.8 MB	15.9 KB
1152	d2/481de0	8925	mutation_load (112)	CACHED	0	2023-02-11 19:23:33.827	22.3s	20.7s	54.6%	516.9 MB	2.7 GB	41.5 MB	30.2 KB
1151	30/c0983b	4338	mutation_load (103)	CACHED	0	2023-02-11 19:23:28.486	22.6s	21s	57.0%	509.8 MB	2.6 GB	41.5 MB	30.2 KB
1158	a2/47e75b	15801	closest_germline (131)	CACHED	0	2023-02-11 19:20:58.746	18.1s	16.5s	57.1%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
1153	f9/ed0c68	2291	mutation_load (99)	CACHED	0	2023-02-11 19:23:24.366	21.7s	20.2s	54.3%	516.6 MB	2.7 GB	41.5 MB	36.2 KB
1148	fe/4f5117	29579	mutation_load (97)	CACHED	0	2023-02-11 19:23:17.303	21.1s	19.6s	55.0%	524.9 MB	2.7 GB	41.5 MB	30 KB
1161	85/1181fa	5634	mutation_load (105)	CACHED	0	2023-02-11 19:23:29.971	22.6s	21.1s	56.6%	514.7 MB	2.6 GB	41.5 MB	30 KB
1157	8f/b55dc0	21899	mutation_load (118)	CACHED	0	2023-02-11 19:23:51.038	22.2s	20.7s	55.4%	514.9 MB	2.6 GB	41.5 MB	36 KB
1156	d7/6655cc	4291	mutation_load (102)	CACHED	0	2023-02-11 19:23:28.393	22.6s	21.1s	56.7%	509.7 MB	2.6 GB	41.5 MB	66.7 KB
1159	1b/2c660e	5853	mutation_load (106)	CACHED	0	2023-02-11 19:23:30.074	22.4s	21s	56.9%	509.6 MB	2.6 GB	41.5 MB	36.2 KB
1160	10/35121d	29706	mutation_load (98)	CACHED	0	2023-02-11 19:23:17.404	21.2s	19.6s	54.8%	524 MB	2.7 GB	41.5 MB	30 KB
1163	3b/d51d95	7846	mutation_load (110)	CACHED	0	2023-02-11 19:23:32.518	22.6s	21.2s	55.0%	515.3 MB	2.6 GB	41.5 MB	48.7 KB
1133	9f/b878b6	31662	get_tree (72)	CACHED	0	2023-02-11 21:58:29.462	2.1s	57ms	22.0%	0	0	153.3 KB	15.4 KB
1165	aa/1c3d77	31961	get_tree (69)	CACHED	0	2023-02-11 21:58:29.860	1.9s	54ms	23.2%	0	0	146.7 KB	11.1 KB
1169	32/a01c36	32049	get_tree (74)	CACHED	0	2023-02-11 21:58:29.922	2.2s	65ms	16.0%	0	0	140.3 KB	6.7 KB
1166	29/c17715	31574	get_tree (75)	CACHED	0	2023-02-11 21:58:29.277	56.5s	54.5s	97.6%	1.4 GB	4.1 GB	204.5 MB	55.8 KB
1167	49/28a324	30960	get_tree (71)	CACHED	0	2023-02-11 21:58:28.658	2.3s	74ms	15.3%	0	0	140.2 KB	6.7 KB
1168	9b/a4d89c	30459	get_tree (65)	CACHED	0	2023-02-11 21:58:28.130	2.1s	84ms	20.0%	0	0	146.5 KB	10.9 KB
1171	b4/59516f	31476	get_tree (73)	CACHED	0	2023-02-11 21:58:29.180	2s	46ms	21.0%	0	0	146.6 KB	11 KB
1170	9d/e91946	32081	get_tree (79)	CACHED	0	2023-02-11 21:58:29.955	2.3s	74ms	16.0%	0	0	140 KB	6.6 KB
1175	de/d85a6f	452	get_tree (83)	CACHED	0	2023-02-11 21:58:30.663	2.5s	92ms	17.4%	0	0	140.2 KB	6.7 KB
1173	92/6f0e4c	32320	get_tree (80)	CACHED	0	2023-02-11 21:58:30.131	2.2s	87ms	14.6%	0	0	140.2 KB	6.7 KB
1177	39/e04ea1	2832	get_tree (93)	CACHED	0	2023-02-11 21:58:32.573	2.1s	120ms	8.2%	0	0	140.4 KB	6.8 KB
1176	67/cda3a1	886	get_tree (82)	CACHED	0	2023-02-11 21:58:31.139	2.4s	136ms	12.5%	0	0	146.1 KB	10.7 KB
1172	33/f8d0ea	32439	get_tree (78)	CACHED	0	2023-02-11 21:58:30.200	2.4s	83ms	16.4%	0	0	139.9 KB	6.5 KB
1174	d5/9f23ee	1412	get_tree (81)	CACHED	0	2023-02-11 21:58:31.618	2.3s	132ms	8.4%	0	0	140.2 KB	6.7 KB
1178	57/893b67	3266	get_tree (96)	CACHED	0	2023-02-11 21:58:33.037	1m 13s	1m 11s	111.8%	1.4 GB	4 GB	204.5 MB	66.4 KB
1162	a4/7763dc	13494	closest_germline (132)	CACHED	0	2023-02-11 19:20:56.353	18s	16.6s	57.9%	77.7 MB	2.1 GB	12.8 MB	9.2 KB
1182	1b/96f558	15951	closest_germline (135)	CACHED	0	2023-02-11 19:20:58.851	18.1s	16.5s	56.9%	77.4 MB	2.1 GB	12.8 MB	21.9 KB
1164	de/43a270	25101	mutation_load (125)	CACHED	0	2023-02-11 19:23:55.173	21.9s	20.1s	54.2%	516.8 MB	2.7 GB	41.5 MB	30 KB
1181	fe/3d7194	14626	closest_germline (134)	CACHED	0	2023-02-11 19:20:57.566	18.1s	16.6s	57.8%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
1180	c8/2e22dd	12365	closest_germline (133)	CACHED	0	2023-02-11 19:20:55.136	17.9s	16.4s	59.1%	77.3 MB	2.1 GB	12.9 MB	73.1 KB
1184	c9/ed608b	17075	closest_germline (136)	CACHED	0	2023-02-11 19:21:00.036	18.1s	16.6s	55.7%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
1188	a8/62c1ff	20635	closest_germline (137)	CACHED	0	2023-02-11 19:21:03.130	17.4s	15.8s	55.5%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1185	03/265305	7916	mutation_load (111)	CACHED	0	2023-02-11 19:23:32.652	22.9s	21.3s	55.6%	516.8 MB	2.6 GB	41.5 MB	30.1 KB
1186	90/e029dc	7608	mutation_load (109)	CACHED	0	2023-02-11 19:23:32.349	23.3s	21.6s	54.2%	514.2 MB	2.6 GB	41.5 MB	30 KB
1193	03/79cf44	25433	mutation_load (126)	CACHED	0	2023-02-11 19:23:55.583	21.7s	20.2s	55.0%	522.3 MB	2.7 GB	41.5 MB	30.1 KB
1179	05/c6c41f	3337	get_tree (94)	CACHED	0	2023-02-11 21:58:33.138	1.6s	129ms	8.0%	0	0	152.9 KB	15.2 KB
1187	72/faf76a	19410	mutation_load (115)	CACHED	0	2023-02-11 19:23:46.087	21.2s	19.7s	53.6%	522.2 MB	2.7 GB	41.5 MB	29.9 KB
1183	22/0faf43	13701	mutation_load (114)	CACHED	0	2023-02-11 19:23:38.607	21.8s	20.3s	53.4%	522.1 MB	2.7 GB	41.5 MB	48.6 KB
1190	3e/c78e9e	19619	mutation_load (116)	CACHED	0	2023-02-11 19:23:46.638	21s	19.7s	54.4%	520.7 MB	2.7 GB	41.5 MB	55.1 KB
1194	72/5df771	21844	mutation_load (117)	CACHED	0	2023-02-11 19:23:50.876	22s	20.7s	55.1%	516.6 MB	2.6 GB	41.5 MB	30.1 KB
